,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
1159,JUJUY,SANTA BARBARA,Vinalito,--,--,--,--,--,--,--,SI,--
1160,JUJUY,Santa Catalina,Casira,--,--,--,SI,--,--,SI,--,--
1161,JUJUY,Santa Catalina,Ciénega,--,--,--,SI,--,--,--,--,--
1162,JUJUY,Santa Catalina,Cieneguillas,--,--,--,SI,--,--,--,--,--
1163,JUJUY,Santa Catalina,Cusi Cusi,--,--,--,SI,--,--,SI,--,--
1164,JUJUY,Santa Catalina,El Angosto,--,--,--,--,--,--,--,--,--
1165,JUJUY,Santa Catalina,La Ciénega,--,--,--,--,--,--,SI,--,--
1166,JUJUY,Santa Catalina,Misarrumi,--,--,--,--,--,--,SI,--,SI
1167,JUJUY,Santa Catalina,Oratorio,--,--,--,SI,--,--,SI,--,--
1168,JUJUY,Santa Catalina,Paicone,--,--,--,SI,--,--,--,--,--
1169,JUJUY,Santa Catalina,San Juan de Oros,--,--,--,--,--,--,--,--,--
1170,JUJUY,Santa Catalina,Santa Catalina,--,--,--,SI,--,--,--,--,SI
1171,JUJUY,Santa Catalina,Yoscaba,--,--,--,--,--,--,--,--,--
1172,JUJUY,Susques,Catua,--,--,--,SI,--,--,SI,--,--
1173,JUJUY,Susques,Coranzuli,--,--,--,SI,--,--,SI,--,--
1174,JUJUY,Susques,El Toro,--,--,--,SI,--,--,--,--,SI
1175,JUJUY,Susques,Huáncar,--,--,--,SI,--,--,SI,--,--
1176,JUJUY,Susques,Jama,--,--,--,SI,--,--,--,--,--
1177,JUJUY,Susques,Mina Providencia,--,--,--,SI,--,--,--,--,--
1178,JUJUY,Susques,Olacapato,--,--,--,SI,--,--,--,SI,--
1179,JUJUY,Susques,Olaroz Chico,--,--,--,SI,--,--,SI,SI,SI
1180,JUJUY,Susques,Pastos Chicos,--,--,--,SI,--,--,SI,--,--
1181,MISIONES,Iguazú,Villa Cooperativa,--,--,--,--,--,--,--,--,--
1182,MISIONES,Iguazú,Wanda,SI,--,--,SI,SI,SI,SI,--,SI
1183,MISIONES,Leandro N. Alem,Almafuerte,--,--,--,--,SI,--,--,SI,--
1184,MISIONES,Leandro N. Alem,Arroyo del Medio,--,--,--,--,SI,--,--,SI,--
1185,MISIONES,Leandro N. Alem,Caá - Yarí,--,--,--,--,--,--,--,SI,--
1186,MISIONES,Leandro N. Alem,Cerro Azul,--,SI,--,SI,SI,--,SI,SI,SI
1187,MISIONES,Leandro N. Alem,Dos Arroyos,--,--,--,SI,SI,--,SI,--,--
1188,MISIONES,Leandro N. Alem,Gobernador López,--,--,--,--,SI,--,SI,--,--
1189,MISIONES,Leandro N. Alem,Leandro N. Alem,SI,SI,--,SI,SI,SI,SI,--,--
1190,MISIONES,Leandro N. Alem,Olegario V. Andrade,--,--,--,--,--,--,--,SI,--
1191,MISIONES,Leandro N. Alem,Villa Libertad (Municipio Caá Yarí),--,--,--,--,--,--,--,--,--
1192,MISIONES,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),--,SI,--,--,--,--,--,--,--
1193,MISIONES,Libertador Grl. San Martín,Capioví,SI,SI,--,--,SI,SI,SI,SI,SI
1194,MISIONES,Libertador Grl. San Martín,Capioviciño,--,--,--,--,--,--,--,--,--
1195,MISIONES,Libertador Grl. San Martín,El Alcázar,--,--,--,--,SI,SI,SI,--,SI
1196,MISIONES,Libertador Grl. San Martín,Garuhapé,SI,SI,--,--,SI,SI,SI,SI,SI
1197,MISIONES,Libertador Grl. San Martín,Puerto Rico,SI,SI,--,--,SI,SI,SI,SI,--
1198,MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,SI,SI,--,--,SI,--,SI,SI,SI
1199,MISIONES,Libertador Grl. San Martín,San Alberto,--,--,--,--,--,--,--,--,--
1200,MISIONES,Libertador Grl. San Martín,San Gotardo,--,--,--,--,SI,--,--,--,--
1201,MISIONES,Libertador Grl. San Martín,San Miguel,SI,--,--,--,SI,--,--,--,--
1202,MISIONES,Libertador Grl. San Martín,Villa Akerman,--,--,--,--,--,--,--,--,--
1203,MISIONES,Libertador Grl. San Martín,Villa Urrutia,--,--,--,--,--,--,--,--,--
1204,MISIONES,Montecarlo,Bario Ita,--,--,--,--,--,--,--,--,--
1205,MISIONES,Montecarlo,Barrio Cuatro Bocas,--,--,--,--,--,--,--,--,--
1206,MISIONES,Montecarlo,Barrio Guatambu,--,--,--,--,--,--,--,--,--
1207,MISIONES,Montecarlo,Caraguatay,--,--,--,--,SI,SI,SI,--,--
1208,MISIONES,Montecarlo,Laharrague,--,--,--,--,--,--,--,--,--
1209,MISIONES,Montecarlo,Montecarlo,SI,SI,--,SI,SI,SI,SI,--,--
1210,MISIONES,Montecarlo,Piray Kilómetro 18,--,--,--,--,SI,--,--,--,--
1211,MISIONES,Montecarlo,Puerto Piray,SI,--,--,--,SI,SI,SI,--,SI
1212,MISIONES,Montecarlo,Taruma,--,--,--,--,--,--,--,--,SI
1213,MISIONES,Montecarlo,Villa Parodi,--,--,--,--,--,--,--,--,--
1214,MISIONES,Oberá,Alberdi,--,--,--,SI,SI,SI,SI,SI,--
1215,MISIONES,Oberá,Barrio Escuela 461,--,--,--,--,--,--,--,--,--
1216,MISIONES,Eldorado,Valle Hermoso,--,--,--,--,--,--,--,--,--
1217,MISIONES,Eldorado,Villa Roulet,--,--,--,--,--,--,--,--,--
1218,MISIONES,General Manuel Belgrano,Almirante Brown,--,--,--,--,SI,--,--,--,--
1219,MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,--,--,--,SI,SI,--,SI,--,--
1220,MISIONES,General Manuel Belgrano,Caburei,--,--,--,--,--,--,--,--,--
1221,MISIONES,General Manuel Belgrano,Dos Hermanas,--,--,--,--,SI,--,--,--,--
1222,MISIONES,General Manuel Belgrano,Integración,--,--,--,--,--,--,SI,--,--
1223,MISIONES,General Manuel Belgrano,Piñalito Norte,--,--,--,--,SI,--,--,--,--
1224,MISIONES,General Manuel Belgrano,Puerto Andresito,--,--,--,--,--,--,--,--,--
1225,MISIONES,General Manuel Belgrano,Puerto Deseado,--,--,--,--,--,--,--,--,--
1226,MISIONES,General Manuel Belgrano,San Antonio,--,--,--,--,SI,SI,SI,--,--
1227,MISIONES,Guaraní,El Soberbio,--,--,--,--,SI,--,SI,SI,SI
1228,MISIONES,Guaraní,Fracrán,--,--,--,--,SI,SI,--,SI,--
1229,MISIONES,Guaraní,San Vicente,--,--,--,SI,SI,SI,SI,SI,--
1230,MISIONES,Iguazú,Esperanza,SI,SI,--,SI,SI,SI,SI,SI,--
1231,MISIONES,Iguazú,Libertad,SI,--,--,--,SI,SI,SI,--,--
1232,MISIONES,Iguazú,Puerto Iguazú,SI,SI,--,SI,SI,SI,SI,--,SI
1233,CORDOBA,Capital,Córdoba,SI,SI,SI,SI,SI,SI,SI,SI,SI
1234,CORDOBA,Capital,Jardín Arenales,--,--,--,--,SI,SI,--,--,--
1235,CORDOBA,Capital,La Floresta,--,--,--,--,SI,SI,--,--,--
1236,CORDOBA,Colón,1 De Agosto,--,--,--,--,SI,SI,--,--,--
1237,CORDOBA,Colón,Agua de Oro,SI,--,--,SI,SI,SI,--,SI,--
1238,CORDOBA,Colón,Almirante Brown,--,--,--,--,--,--,--,--,--
1239,CORDOBA,Colón,Ascochinga,SI,--,--,SI,SI,SI,SI,--,--
1240,CORDOBA,Colón,Barrio Nuevo Río Ceballos,--,--,--,--,--,--,--,--,--
1241,CORDOBA,Colón,Canteras El Sauce,--,--,--,--,--,--,--,--,--
1242,CORDOBA,Colón,Casa Bamba,--,--,--,--,--,SI,--,--,--
1243,CORDOBA,Colón,Ciudad De Los Niños,--,--,--,--,--,--,--,--,--
1244,CORDOBA,Colón,Colonia Caroya,SI,SI,--,SI,SI,SI,SI,SI,--
1245,BUENOS AIRES,La Matanza,Rafael Castillo,SI,SI,SI,SI,SI,SI,SI,SI,--
1246,BUENOS AIRES,La Matanza,Ramos Mejía,SI,SI,SI,SI,SI,SI,SI,SI,SI
1247,BUENOS AIRES,La Matanza,San Justo,SI,SI,SI,SI,SI,SI,SI,SI,SI
1248,BUENOS AIRES,La Matanza,Tapiales,SI,SI,SI,SI,SI,SI,SI,SI,SI
1249,BUENOS AIRES,La Matanza,Villa Eduardo Madero,SI,SI,SI,SI,SI,SI,SI,SI,--
1250,CATAMARCA,Santa María,Yapes,--,--,--,--,--,--,--,--,--
1251,CATAMARCA,Santa Rosa,Alijilán,--,--,--,--,SI,--,SI,--,SI
1252,CATAMARCA,Santa Rosa,Bañado de Ovanta,--,--,--,--,SI,--,SI,--,SI
1253,CATAMARCA,Santa Rosa,Las Cañas,--,--,--,--,--,--,--,--,--
1254,CATAMARCA,Santa Rosa,Lavalle,--,--,--,--,--,--,--,--,SI
1255,CATAMARCA,Santa Rosa,Los Altos,--,--,--,--,SI,SI,SI,SI,SI
1256,CATAMARCA,Santa Rosa,Manantiales,--,--,--,--,--,--,--,--,--
1257,CATAMARCA,Santa Rosa,San Pedro,--,--,--,--,SI,--,--,--,--
1258,CATAMARCA,Tinogasta,Anillaco,--,--,--,--,--,--,--,--,--
1259,CATAMARCA,Tinogasta,Antinaco,--,--,--,--,--,--,--,--,--
1260,CATAMARCA,Tinogasta,Banda de Lucero,--,--,--,--,--,--,--,--,--
1261,CATAMARCA,Tinogasta,Cerro Negro,--,--,--,--,--,--,--,--,--
1262,CATAMARCA,Tinogasta,Copacabana,--,--,--,--,SI,--,--,--,--
1263,CATAMARCA,Tinogasta,Cordobita,--,--,--,--,--,--,--,--,--
1264,CATAMARCA,Tinogasta,Costa de Reyes,--,--,--,--,--,--,--,--,--
1265,CATAMARCA,Tinogasta,El Pueblito,--,--,--,--,--,--,SI,--,--
1266,CATAMARCA,Tinogasta,El Puesto,--,--,--,--,--,--,--,--,--
1267,CATAMARCA,Tinogasta,El Salado,--,--,--,--,--,--,--,--,--
1268,CATAMARCA,Tinogasta,Fiambalá,--,--,--,SI,SI,SI,SI,SI,SI
1269,CATAMARCA,Tinogasta,La Puntilla,--,--,--,--,--,--,--,--,--
1270,CATAMARCA,Tinogasta,La Ramadita,--,--,--,--,--,--,--,--,--
1271,CATAMARCA,Tinogasta,Los Balverdis,--,--,--,--,--,--,--,--,--
1272,CATAMARCA,Tinogasta,Medanitos,--,--,--,--,SI,--,--,--,--
1273,CATAMARCA,Tinogasta,Palo Blanco,--,--,--,--,--,--,SI,--,--
1274,CATAMARCA,Tinogasta,Pampa Blanca,--,--,--,--,--,--,--,--,--
1275,CATAMARCA,Tinogasta,Punta del Agua,--,--,--,--,--,--,--,--,--
1276,CATAMARCA,Tinogasta,Saujil,--,--,--,--,--,--,--,--,--
1277,BUENOS AIRES,Berazategui,Guillermo E. Hudson,SI,SI,SI,SI,SI,SI,SI,--,--
1278,BUENOS AIRES,Berazategui,Juan María Gutierrez,SI,SI,SI,SI,SI,SI,SI,SI,--
1279,BUENOS AIRES,Berazategui,Pereyra,SI,SI,SI,SI,SI,--,SI,--,--
1280,BUENOS AIRES,Berazategui,Plátanos,--,SI,--,SI,SI,SI,SI,--,--
1281,BUENOS AIRES,Berazategui,Ranelagh,SI,SI,SI,SI,SI,SI,SI,--,SI
1282,BUENOS AIRES,Berazategui,Villa España,SI,SI,--,SI,SI,SI,SI,--,--
1283,BUENOS AIRES,Berisso,Barrio Banco Provincia,--,--,--,--,SI,--,--,--,--
1284,BUENOS AIRES,Berisso,Barrio El Carmen (Este),--,--,--,SI,SI,SI,--,SI,--
1285,BUENOS AIRES,Berisso,Barrio Universitario,--,--,--,--,SI,SI,--,--,--
1286,BUENOS AIRES,Bragado,Asamblea,--,--,--,--,--,--,--,--,--
1287,CATAMARCA,Tinogasta,Tatón,--,--,--,--,SI,--,SI,--,--
1288,BUENOS AIRES,La Matanza,Ciudad Evita,SI,SI,SI,SI,SI,SI,SI,SI,--
1289,BUENOS AIRES,La Matanza,Gonzalez Catán,SI,SI,SI,SI,SI,SI,SI,SI,SI
1290,BUENOS AIRES,La Matanza,Gregorio De Laferrere,SI,SI,SI,SI,SI,SI,SI,SI,--
1291,BUENOS AIRES,La Matanza,Isidro Casanova,SI,SI,SI,SI,SI,SI,SI,SI,--
1292,BUENOS AIRES,La Matanza,La Tablada,SI,SI,SI,SI,SI,SI,SI,SI,--
1293,BUENOS AIRES,La Matanza,Lomas Del Mirador,SI,SI,SI,SI,SI,SI,SI,SI,--
1294,BUENOS AIRES,Saladillo,Alvarez de Toledo,--,--,--,SI,--,SI,SI,--,--
1295,BUENOS AIRES,Saladillo,Blaquier,--,--,--,--,--,--,--,--,--
1296,BUENOS AIRES,Saladillo,Cazón,--,--,--,SI,--,--,SI,--,--
1297,BUENOS AIRES,Saladillo,Del Carril,--,--,--,--,SI,--,SI,SI,--
1298,BUENOS AIRES,Saladillo,Polvaredas,--,--,--,--,--,--,--,--,--
1299,BUENOS AIRES,Saladillo,Saladillo,SI,SI,--,SI,SI,SI,SI,SI,--
1300,BUENOS AIRES,Salliqueló,Quenumá,--,--,--,--,--,--,--,--,--
1301,BUENOS AIRES,Salliqueló,Salliqueló,SI,--,SI,--,SI,SI,SI,--,SI
1302,BUENOS AIRES,Salto,Arroyo Dulce,SI,--,--,SI,SI,SI,SI,SI,--
1303,BUENOS AIRES,Salto,Berdier,--,--,--,--,--,--,--,--,--
1304,BUENOS AIRES,Salto,Gahan,--,--,--,--,--,SI,SI,--,--
1305,BUENOS AIRES,Salto,Inés Indart,--,--,--,SI,SI,--,SI,--,SI
1306,BUENOS AIRES,Salto,La Invencible,--,--,--,--,SI,--,--,--,--
1307,BUENOS AIRES,Salto,Salto,SI,SI,SI,SI,SI,SI,SI,--,--
1308,CABA,COMUNA 15,PARQUE CHAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
1309,CATAMARCA,Tinogasta,Tinogasta,SI,--,--,SI,SI,--,SI,--,SI
1310,CATAMARCA,Valle Viejo,El Bañado,--,--,--,--,--,--,--,--,--
1311,CATAMARCA,Valle Viejo,El Portezuelo,--,--,--,--,--,SI,--,--,SI
1312,CATAMARCA,Valle Viejo,Huaycama,--,--,--,--,--,--,--,--,--
1313,CATAMARCA,Valle Viejo,Las Tejas,--,--,--,--,SI,SI,--,--,--
1314,CATAMARCA,Valle Viejo,Polcos,--,--,--,SI,--,--,--,--,--
1315,CATAMARCA,Valle Viejo,Pozo Del Mistol,--,--,--,SI,--,--,--,--,--
1316,CATAMARCA,Valle Viejo,San Isidro,--,--,--,SI,SI,SI,--,SI,--
1317,CORDOBA,Colón,Colonia Tirolesa,--,--,--,--,SI,SI,SI,--,--
1318,CORDOBA,Colón,Colonia Vicente Agüero,--,--,--,--,--,--,SI,--,--
1319,CORDOBA,Colón,Corral Quemado,--,--,--,--,--,--,--,--,--
1320,CORDOBA,Colón,Country Chacras de la Villa - Country San Isidro,--,--,--,--,SI,SI,--,--,--
1321,CORDOBA,Colón,Dumesnil,--,--,--,SI,SI,--,--,--,--
1322,CORDOBA,Colón,El Diquecito,--,--,--,--,SI,--,--,--,--
1323,CORDOBA,Colón,El Manzano,SI,--,--,--,SI,--,--,SI,--
1324,CORDOBA,Colón,El Pueblito,--,--,--,--,--,SI,--,--,--
1325,CORDOBA,Colón,Estación Colonia Tirolesa,--,--,--,--,--,--,--,--,--
1326,CORDOBA,Colón,General Paz,SI,--,--,--,SI,SI,SI,--,--
1327,CORDOBA,Colón,Jesús María,SI,SI,--,SI,SI,SI,SI,--,--
1328,CORDOBA,Colón,La Calera,SI,SI,--,SI,SI,SI,SI,SI,SI
1329,CORDOBA,Colón,La Granja,SI,--,--,SI,SI,--,SI,SI,--
1330,CORDOBA,Colón,La Morada,--,--,--,--,SI,SI,--,--,--
1331,CORDOBA,Colón,La Puerta,--,--,--,--,--,--,--,--,--
1332,CORDOBA,Colón,Las Corzuelas,--,--,--,--,SI,--,--,--,--
1333,CORDOBA,Colón,Los Chañaritos,--,--,--,--,--,--,--,--,--
1334,CORDOBA,Colón,Villa Allende,SI,SI,--,SI,SI,SI,SI,SI,--
1335,CORDOBA,Colón,Villa Cerro Azul,SI,--,--,--,--,--,--,SI,--
1336,CORDOBA,Colón,Villa Corazon De Maria,--,--,--,--,--,--,--,--,--
1337,CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,SI,--,--,--,--,--,SI,--,SI
1338,CORDOBA,Colón,Villa Los Llanos - Juárez Celman,SI,--,--,SI,SI,SI,SI,SI,--
1339,CORDOBA,Colón,Villa Pastora,--,--,--,--,--,--,--,--,--
1340,CORDOBA,Cruz del Eje,Alto de los Quebrachos,--,--,--,--,--,--,--,SI,--
1341,CORDOBA,Cruz del Eje,Bañado de Soto,--,--,--,--,--,--,--,SI,--
1342,CORDOBA,Cruz del Eje,Canteras Quilpo,--,--,--,--,--,--,SI,SI,--
1343,CORDOBA,Cruz del Eje,Cruz de Caña,--,--,--,--,--,--,--,SI,--
1344,CORDOBA,Cruz del Eje,Cruz del Eje,SI,SI,--,SI,SI,SI,SI,SI,--
1345,CORDOBA,Cruz del Eje,El Brete,--,--,--,SI,--,--,--,SI,--
1346,CORDOBA,Cruz del Eje,El Rincón,--,--,--,--,--,--,--,--,--
1347,CORDOBA,Cruz del Eje,Guanaco Muerto,--,--,--,--,--,--,--,SI,--
1348,CORDOBA,Cruz del Eje,La Banda,--,--,--,--,--,--,--,--,SI
1349,CORDOBA,Cruz del Eje,La Batea,--,--,--,--,--,--,--,SI,--
1350,CORDOBA,Tulumba,Las Arrias,SI,--,--,--,SI,SI,SI,--,--
1351,CORDOBA,Tulumba,Lucio V. Mansilla,--,--,--,--,SI,SI,SI,--,--
1352,CORDOBA,Tulumba,Rosario del Saladillo,--,--,--,SI,--,--,--,--,--
1353,CORDOBA,Tulumba,San José de la Dormida,SI,--,--,--,SI,SI,SI,SI,SI
1354,CORDOBA,Tulumba,San José de las Salinas,--,--,--,--,SI,SI,--,--,--
1355,CORDOBA,Tulumba,San Pedro Norte,--,--,--,--,--,--,--,SI,--
1356,CORDOBA,Tulumba,Villa Tulumba,--,--,--,SI,SI,SI,SI,SI,--
1357,CORDOBA,Unión,Aldea Santa María,--,--,--,--,--,--,--,--,--
1358,CORDOBA,Unión,Alto Alegre,SI,SI,--,SI,SI,SI,SI,--,--
1359,CORDOBA,Unión,Ana Zumarán,--,--,--,--,SI,--,--,--,--
1360,CORDOBA,Unión,Ballesteros,SI,--,--,SI,SI,SI,SI,SI,--
1361,CORDOBA,Unión,Ballesteros Sur,--,--,--,SI,--,--,SI,SI,--
1362,CORDOBA,Unión,Bell Ville,SI,SI,--,SI,SI,SI,SI,--,--
1363,CORDOBA,Unión,Benjamín Gould,--,--,--,--,SI,--,SI,SI,--
1364,JUJUY,Ledesma,Caimancito,SI,--,--,--,SI,SI,SI,SI,SI
1365,JUJUY,Ledesma,Calilegua,--,SI,--,--,SI,SI,--,SI,SI
1366,JUJUY,Ledesma,Chalicán,--,--,--,--,SI,--,--,SI,--
1367,JUJUY,Ledesma,Fraile Pintado,SI,SI,--,--,SI,SI,SI,SI,SI
1368,JUJUY,Ledesma,Libertad,--,--,--,--,--,--,--,--,--
1369,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),SI,SI,--,SI,SI,SI,SI,SI,SI
1370,JUJUY,Ledesma,Maíz Negro,--,--,--,--,--,--,--,--,--
1371,JUJUY,Ledesma,Paulina,--,--,--,--,--,--,--,--,--
1372,JUJUY,Ledesma,Pueblo Ledesma,--,--,--,--,SI,SI,--,--,--
1373,JUJUY,Ledesma,Yuto,--,--,--,--,SI,SI,--,SI,SI
1374,JUJUY,Palpalá,Carahunco,SI,--,--,--,--,--,SI,--,SI
1375,JUJUY,Palpalá,Centro Forestal,SI,--,--,--,--,--,SI,--,--
1376,JUJUY,Palpalá,Mina 9 de Octubre,--,--,--,--,--,--,--,--,--
1377,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),SI,SI,--,SI,SI,SI,SI,SI,SI
1378,JUJUY,Palpalá,Rio Blanco,--,--,--,--,SI,SI,--,--,--
1379,JUJUY,Rinconada,Casa Colorada,--,--,--,--,--,--,--,--,--
1380,BUENOS AIRES,Bragado,Bragado,SI,SI,SI,SI,SI,SI,SI,SI,--
1381,BUENOS AIRES,Bragado,Comodoro Py,--,--,--,SI,SI,SI,--,SI,--
1382,BUENOS AIRES,Bragado,General O'Brien,SI,--,--,SI,SI,SI,SI,SI,--
1383,BUENOS AIRES,Bragado,Irala,--,SI,--,--,SI,--,SI,SI,--
1384,BUENOS AIRES,Bragado,La Limpia,--,--,--,--,--,--,--,--,--
1385,BUENOS AIRES,Bragado,Máximo Fernández (Est. Juan F. Salaberry),--,--,--,--,--,--,--,--,--
1386,BUENOS AIRES,Bragado,Mechita (Est. Mecha),SI,SI,--,--,--,--,--,SI,--
1387,BUENOS AIRES,Bragado,Olascoaga,--,--,--,--,--,--,--,SI,--
1388,BUENOS AIRES,Bragado,Warnes,SI,--,--,--,--,--,--,SI,--
1389,BUENOS AIRES,Brandsen,Altamirano,--,--,--,--,SI,--,SI,--,--
1390,BUENOS AIRES,Brandsen,Barrio El Mirador,--,--,--,--,SI,SI,--,--,--
1391,BUENOS AIRES,Brandsen,Barrio Las Golondrinas,--,--,--,--,SI,SI,--,--,--
1392,BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,--,--,--,--,--,--,--,--,--
1393,BUENOS AIRES,Brandsen,Barrio Parque Las Acacias,--,--,--,--,--,--,--,--,--
1394,BUENOS AIRES,Brandsen,Campos de Roca,--,--,--,--,SI,SI,--,--,--
1395,BUENOS AIRES,Brandsen,Club de Campo Las Malvinas,--,--,--,--,--,--,--,--,--
1396,CHACO,25 de Mayo,Napalpí,--,--,--,--,SI,--,--,--,--
1397,MISIONES,Libertador Grl. San Martín,Mbopicuá,--,--,--,--,--,--,--,--,--
1398,MISIONES,Libertador Grl. San Martín,Puerto Leoni,--,--,--,--,SI,--,--,SI,--
1399,BUENOS AIRES,Carlos Casares,Carlos Casares,SI,SI,SI,SI,SI,SI,SI,SI,--
1400,BUENOS AIRES,Carlos Casares,Colonia Mauricio,--,--,--,--,--,--,--,--,--
1401,BUENOS AIRES,Carlos Casares,Hortensia,--,--,--,--,--,--,--,--,--
1402,BUENOS AIRES,Carlos Casares,La Sofía,--,--,--,--,SI,SI,--,SI,--
1403,BUENOS AIRES,Carlos Casares,Mauricio Hirsch,--,--,--,--,--,--,SI,SI,--
1404,BUENOS AIRES,Carlos Casares,Moctezuma,--,--,--,--,SI,--,SI,SI,--
1405,BUENOS AIRES,Carlos Casares,Ordoqui,--,--,--,--,--,--,--,--,--
1406,BUENOS AIRES,Carlos Casares,Santo Tomás,--,--,--,--,--,--,--,--,--
1407,BUENOS AIRES,Carlos Casares,Smith,--,--,--,--,--,--,SI,SI,--
1408,BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,SI,SI,SI,SI,SI,SI,SI,SI,--
1409,BUENOS AIRES,Carlos Tejedor,Colonia Seré,--,--,--,--,--,--,SI,SI,--
1410,BUENOS AIRES,Carlos Tejedor,Curarú,--,--,--,--,--,--,SI,SI,--
1411,BUENOS AIRES,Carlos Tejedor,Timote,--,--,--,--,--,--,SI,SI,--
1412,BUENOS AIRES,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),--,--,--,--,SI,SI,SI,SI,SI
1413,BUENOS AIRES,Carmen de Areco,Carmen de Areco,SI,SI,SI,SI,SI,SI,SI,SI,--
1414,BUENOS AIRES,La Matanza,Villa Luzuriaga,SI,SI,SI,SI,SI,SI,SI,SI,--
1415,BUENOS AIRES,La Matanza,Virrey Del Pino,SI,SI,--,SI,SI,SI,SI,SI,--
1416,BUENOS AIRES,La Plata,Abasto,SI,SI,--,SI,SI,SI,SI,SI,--
1417,BUENOS AIRES,La Plata,Angel Etcheverry,--,SI,--,--,SI,SI,--,SI,--
1418,BUENOS AIRES,La Plata,Arana,--,--,--,--,--,--,--,SI,--
1419,BUENOS AIRES,La Plata,Arturo Segui,--,SI,--,--,SI,SI,SI,--,--
1420,BUENOS AIRES,La Plata,Barrio El Carmen Oeste,--,--,--,--,--,--,--,SI,--
1421,BUENOS AIRES,La Plata,Barrio El Peligro,SI,--,--,SI,SI,SI,SI,--,--
1422,BUENOS AIRES,La Plata,Barrio Gambier,--,--,--,--,SI,SI,--,SI,--
1423,BUENOS AIRES,La Plata,Barrio Las Malvinas,--,--,--,--,SI,SI,--,--,--
1424,BUENOS AIRES,La Plata,Barrio Las Quintas,--,--,--,--,SI,--,--,--,--
1425,BUENOS AIRES,La Plata,Villa Montoro,--,--,--,--,SI,SI,--,SI,--
1426,BUENOS AIRES,La Plata,Villa Parque Sicardi,--,--,--,--,SI,SI,--,SI,--
1427,BUENOS AIRES,Lanús,Gerli,SI,SI,SI,SI,SI,SI,SI,--,--
1428,BUENOS AIRES,Lanús,Lanús Este,SI,SI,SI,SI,SI,SI,SI,SI,SI
1429,BUENOS AIRES,Lanús,Lanús Oeste,--,SI,SI,SI,SI,SI,SI,SI,--
1430,BUENOS AIRES,Lanús,Monte Chingolo,SI,SI,SI,SI,SI,SI,SI,--,--
1431,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,SI,SI,SI,SI,SI,SI,SI,SI,--
1432,BUENOS AIRES,San Cayetano,San Cayetano,SI,SI,--,SI,SI,SI,SI,SI,--
1433,BUENOS AIRES,San Fernando,San Fernando,SI,SI,SI,SI,SI,SI,SI,SI,--
1434,BUENOS AIRES,San Fernando,Victoria,SI,SI,--,SI,SI,SI,SI,SI,SI
1435,BUENOS AIRES,San Fernando,Virreyes,SI,SI,--,SI,SI,SI,SI,--,--
1436,BUENOS AIRES,San Isidro,Acassuso,SI,SI,SI,SI,SI,SI,SI,--,SI
1437,BUENOS AIRES,San Isidro,Beccar,SI,SI,--,SI,SI,SI,SI,SI,--
1438,BUENOS AIRES,San Miguel,Muñiz,SI,SI,SI,SI,SI,SI,SI,--,--
1439,BUENOS AIRES,San Miguel,San Miguel,SI,SI,SI,SI,SI,SI,SI,SI,SI
1440,BUENOS AIRES,San Nicolás,Campos Salles,--,--,--,--,--,--,--,--,--
1441,BUENOS AIRES,San Nicolás,Conesa,SI,--,--,SI,SI,SI,SI,SI,SI
1442,BUENOS AIRES,San Nicolás,Erézcano,--,--,--,--,--,--,--,SI,--
1443,BUENOS AIRES,San Nicolás,General Rojo,--,--,--,SI,SI,SI,SI,--,SI
1444,BUENOS AIRES,San Nicolás,La Emilia,--,--,--,--,SI,SI,--,--,--
1445,BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,SI,SI,SI,SI,SI,SI,SI,SI,SI
1446,BUENOS AIRES,San Nicolás,Villa Campi,--,--,--,--,--,SI,--,--,--
1447,BUENOS AIRES,San Nicolás,Villa Canto,--,--,--,--,SI,SI,--,--,--
1448,BUENOS AIRES,San Nicolás,Villa Esperanza,--,--,--,--,--,--,--,--,--
1449,BUENOS AIRES,San Nicolás,Villa Riccio,--,--,--,--,--,--,--,--,--
1450,CABA,COMUNA 15,VILLA CRESPO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1451,CHACO,9 de Julio,Las Breñas,SI,--,--,SI,SI,SI,SI,--,SI
1452,CHACO,Almirante Brown,Concepción del Bermejo,--,--,--,SI,SI,SI,SI,SI,SI
1453,CHACO,Almirante Brown,Los Frentones,--,--,--,SI,SI,--,SI,--,SI
1454,CHACO,Almirante Brown,Pampa del Infierno,--,--,--,SI,SI,SI,SI,SI,SI
1455,CHACO,Almirante Brown,Río Muerto,--,--,--,--,SI,--,--,--,--
1456,MISIONES,San Ignacio,General Urquiza,--,--,--,--,--,--,--,SI,--
